FONDBOLAG	FONDNUMMER	FONDNAMN	VALUTA	FONDAVGIFT	BRUTTO AVG	TKA	KATEGORI	EXTERID	FOND_I_FOND	RESULTATBEROENDE	SLOW	SPREAD	MILJÖETISK	FÖRLÄNGD	STARTDATUM	AVSLUTSDATUM	FONDSTATUS
Kaupthing Bank Oyj	179457	Kaupthing Manager Selection - Asia Pacific	USD		2,98		Asien och Fjärran östern	LU0105624901	J	N	J	N		0	2005-08-26	2008-05-14	5
Kaupthing Bank Oyj	143628	Kaupthing Manager Selection - Emerging Markets	USD		2,97		Nya marknader	LU0105625114	J	N	J	N		0	2005-08-26	2008-05-14	5
Kaupthing Bank Oyj	215285	Kaupthing Manager Selection - Europe	EUR		2,98		Europa	LU0105624737	J	N	J	N		0	2005-08-26	2008-05-14	5
Kaupthing Bank Oyj	107797	Kaupthing Manager Selection - Global Styles	USD		2,95		Global	LU0105625460	J	N	J	N		0	2005-08-26	2008-05-14	5
Kaupthing Bank Oyj	251116	Kaupthing Manager Selection - North America	USD		2,94		Nordamerika och USA	LU0105624497	J	N	J	N		0	2005-08-26	2008-05-19	5
Kredietrust Luxembourg S.A	237008	Aktiva Fonder SICAV Monitor	SEK	0,62	2,45	2,22	Utländska aktier och räntor	LU0541737846	N	J	J	N		1	2010-12-23		1
Kredietrust Luxembourg S.A	301879	Alpcot Balanserad 	EUR	0,62	2,45	2,49	Utländska aktier och räntor	LU1081249119	J	N	J	N		0	2015-02-23		1
Kredietrust Luxembourg S.A	555102	Alpcot Offensiv	EUR	0,62	2,50	2,46	Utländska aktier och räntor	LU1081248731	J	N	J	N		0	2015-06-12		1
Kredietrust Luxembourg S.A	174433	Alpcot Russia	EUR	0,89	6,66		Ryssland	LU0531323086	N	N	J	N		0	2011-07-15	2015-11-03	5
Kredietrust Luxembourg S.A	673632	används ej Limestone fund- Eastern Europe real Estate Equity Fund	EUR	1,71	4,61	5,00	Östeuropa	LU0373664712	N	N	J	N		0	2011-04-27	2013-09-20	5
Kredietrust Luxembourg S.A	490235	Northern Star - Limestone New Europe Socially Responsible Fund	EUR	0,89	4,26		Östeuropa	LU0373664472	N	N	J	N	J	0	2011-04-27	2015-04-01	5
Lannebo Fonder AB	478313	Lannebo Likviditetsfond	SEK	0,12	0,20	0,31	Sverige kort	SE0000865768	N	N	N	N		0	2001-12-17		1
Lannebo Fonder AB	878520	Lannebo Mixfond	SEK	0,46	1,64	1,72	Utländska aktier och räntor	SE0000740706	N	N	N	N		0	2000-08-14		1
Lannebo Fonder AB	842690	Lannebo Småbolag	SEK	0,49	1,62	1,67	Sverige småbolag	SE0000740698	N	N	N	N		0	2000-08-14		1
Lannebo Fonder AB	806869	Lannebo Sverige	SEK	0,52	1,79	1,99	Sverige	SE0000740680	N	N	N	N		0	2000-08-14		1
Lannebo Fonder AB	490292	Lannebo Sverige Plus	SEK	0,37	1,13	2,32	Sverige	SE0002686584	N	J	N	N		0	2008-12-15		1
Lannebo Fonder AB	771030	Lannebo Vision	SEK	0,48	1,60	1,64	Övriga branscher	SE0000740672	N	N	N	N		0	2000-08-14		1
Lantern Structured Asset Management	451393	Independent Aktiv Max	SEK	0,89	2,25	2,25	Global	IE00B7YMYW09	N	N	J	N		1	2010-07-13		1
Lantern Structured Asset Management	961573	Independent Aktiv Mix	SEK	0,62	1,80	1,80	Utländska aktier och räntor	IE00B8K8J134	N	N	J	N		1	2008-01-09		1
Lantern Structured Asset Management	917716	Independent Fonddoktorn Plus	SEK	0,89	2,25	2,25	Global	IE00B8K8GY55	N	N	J	N		1	2012-11-13		1
Lantern Structured Asset Management	144626	Independent Precious Metals Securities	SEK		1,85		Övriga branscher	IE00B4064697	N	N	J	N		1	2013-04-26	2014-02-26	5
Lemanik Asset Management Luxembourg S.A.	276493	Solidar Sicav - Global Fokus	SEK	0,38	1,71	2,08	Utländska aktier och räntor	LU0498763605	J	J	J	N		1	2010-08-19		1
Lemanik Asset Management Luxembourg S.A.	240663	Solidar Sicav - Global Tillväxt	SEK	0,38	1,76	2,41	Utländska aktier och räntor	LU0498763944	J	J	J	N		1	2010-08-19		1
LHV Varahaldus, AS	541292	LHV Persian Gulf Fund	EUR	0,89	2,29	2,92	Nya marknader	EE3600095287	N	N	N	N		0	2009-05-04	2015-04-23	5
Life Funds EMEA AB	550913	Life Emerging Market Bonds	SEK	0,62	1,50	1,50	Utländska aktier och räntor	SE0004750651	N	N	N	N		0	2012-10-12		1
Life Funds EMEA AB	515080	Life High Yield Bonds	SEK	0,62	1,50	1,50	Utländska aktier och räntor	SE0004750693	N	N	N	N		0	2012-10-12		1
Lundmark & Co Fondförvaltning AB	989905	Affärsvärldenfonden	SEK	0,89	2,25	2,25	Sverige	SE0007158407	N	N	N	N		0	2016-01-19		1
Lundmark & Co Fondförvaltning AB	102897	Aktiv Europa	SEK	0,61	1,45		Europa	SE0001919143	N	J	N	N		0	2007-01-10		1
Luxcellence Management Company S.A.	844225	Turkisfund Bonds	EUR	0,62	2,80		Utländska aktier och räntor	LU0085872132	N	N	N	N		1	2013-03-06		1
Luxcellence Management Company S.A.	127621	Turkisfund Equities	EUR	0,89	2,84		Övriga länder	LU0085872058	N	N	N	N		1	2013-03-06		1
Länsförsäkringar Fondförvaltning AB (publ)	385401	Länsförsäkringar Asienfond	SEK	0,36	1,61	1,78	Asien och Fjärran östern	SE0000837056	N	N	N	N	J	1	2001-04-23		1
Länsförsäkringar Fondförvaltning AB (publ)	349571	Länsförsäkringar Branschfokusfond	SEK		1,53		Global	504400-7549	N	N	N	N		0	2001-04-23	2004-12-17	5
Länsförsäkringar Fondförvaltning AB (publ)	492306	Länsförsäkringar Europa Aktiv	SEK	0,35	1,54	1,60	Europa	SE0000837353	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	479840	Länsförsäkringar Europa Indexnära 	SEK	0,16	0,22	0,33	Europa	SE0002793935	N	N	N	N	J	0	2013-07-03		1
Länsförsäkringar Fondförvaltning AB (publ)	313742	Länsförsäkringar Fastighetsfond	SEK	0,33	1,40	1,52	Övriga branscher	SE0000837338	N	N	N	N	J	0	2001-04-23		1
Länsförsäkringar Fondförvaltning AB (publ)	874560	Länsförsäkringar Företagsobligation Norden	SEK	0,20	0,80	0,80	Övriga utländska	SE0005506276	N	N	N	N	J	0	2014-02-27		1
Länsförsäkringar Fondförvaltning AB (publ)	522581	Länsförsäkringar Global Aktiv	SEK	0,35	1,55	1,73	Global	SE0000837320	N	N	N	N	J	0	2004-10-12		1
Länsförsäkringar Fondförvaltning AB (publ)	563965	Länsförsäkringar Global Hållbar	SEK	0,35	1,53	1,63	Global	SE0000837205	J	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	658997	Länsförsäkringar Global Indexnära	SEK	0,16	0,22	0,28	Global	SE0005188836	N	N	N	N	J	0	2013-07-03		1
Länsförsäkringar Fondförvaltning AB (publ)	212621	Länsförsäkringar Global Strategisk Ränta	SEK	0,23	1,18	1,11	Övriga utländska	SE0000837346	J	N	J	N		1	2013-12-04		1
Länsförsäkringar Fondförvaltning AB (publ)	470104	Länsförsäkringar Japanfond	SEK	0,35	1,54	1,57	Japan	SE0000837296	N	N	N	N	J	1	2014-09-26		1
Länsförsäkringar Fondförvaltning AB (publ)	838730	Länsförsäkringar Kort Ränta Företag	SEK	0,13	0,30	0,30	Sverige kort	SE0005506284	N	N	N	N	J	0	2014-02-27		1
Länsförsäkringar Fondförvaltning AB (publ)	420646	Länsförsäkringar Kort Räntefond	SEK	0,12	0,20	0,20	Sverige kort	SE0000837247	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	242081	Länsförsäkringar Lång Räntefond	SEK	0,16	0,50	0,50	Sverige lång	SE0000837254	N	N	N	N	J	0	2001-04-23		1
Länsförsäkringar Fondförvaltning AB (publ)	277913	Länsförsäkringar Miljöteknikfond	SEK	1,24	1,52	1,72	Övriga branscher	504400-1419	N	N	N	N		0	2001-04-23	2005-12-14	5
Länsförsäkringar Fondförvaltning AB (publ)	850602	Länsförsäkringar Pension 2010	SEK	0,20	0,50	0,52	Pension om mindre än 10 år	SE0000837122	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	814772	Länsförsäkringar Pension 2015	SEK	0,20	0,50	0,52	Pension om mindre än 10 år	SE0000837114	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	778944	Länsförsäkringar Pension 2020	SEK	0,20	0,48	0,51	Pension om mindre än 10 år	SE0000837106	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	743112	Länsförsäkringar Pension 2025	SEK	0,19	0,45	0,49	Pension om mindre än 20 år	SE0000837098	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	707281	Länsförsäkringar Pension 2030	SEK	0,19	0,46	0,49	Pension om mindre än 20 år	SE0000837080	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	671453	Länsförsäkringar Pension 2035	SEK	0,19	0,46	0,49	Pension om mer än 20 år	SE0000837072	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	635623	Länsförsäkringar Pension 2040	SEK	0,19	0,45	0,49	Pension om mer än 20 år	SE0000837064	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	832360	Länsförsäkringar Pension 2045	SEK	0,20	0,46	0,50	Pension om mer än 20 år	SE0000837379	N	N	N	N	J	0	2001-08-02		1
Länsförsäkringar Fondförvaltning AB (publ)	515676	Länsförsäkringar Småbolag Sverige	SEK	0,36	1,60	1,74	Sverige småbolag	SE0000837239	N	N	N	N	J	0	2013-07-03		1
Länsförsäkringar Fondförvaltning AB (publ)	623165	Länsförsäkringar Statsobligationsfond	SEK	0,17	0,51	0,51	Sverige lång	SE0000837148	N	N	N	N		0	2013-07-03	2014-10-27	5
Länsförsäkringar Fondförvaltning AB (publ)	528133	Länsförsäkringar Sverige Aktiv	SEK	0,32	1,30	1,44	Sverige	SE0000837221	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	587337	Länsförsäkringar Sverige Indexnära 	SEK	0,16	0,20	0,21	Sverige	SE0002656611	N	N	N	N	J	0	2013-07-03		1
Länsförsäkringar Fondförvaltning AB (publ)	126094	Länsförsäkringar Teknologifond	SEK	0,39	1,57	1,65	IT och kommunikation	SE0000837304	N	N	N	N		0	2000-08-14	2014-06-25	5
Länsförsäkringar Fondförvaltning AB (publ)	206250	Länsförsäkringar Tillväxtmarknad Aktiv	SEK	0,41	1,91	2,20	Nya marknader	SE0000837213	N	N	N	N	J	0	2001-04-23		1
Länsförsäkringar Fondförvaltning AB (publ)	434274	Länsförsäkringar Tillväxtmarknad Indexnära	SEK	0,20	0,47	0,69	Nya marknader	SE0005796331	N	N	N	N	J	0	2014-09-26		1
Länsförsäkringar Fondförvaltning AB (publ)	599795	Länsförsäkringar Trygghetsfond	SEK	0,35	1,60	1,66	Svenska och utländska aktier samt svenska räntor	SE0000837197	J	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	456475	Länsförsäkringar USA Aktiv	SEK	0,35	1,55	1,59	Nordamerika och USA	SE0000837262	N	N	N	N	J	0	2000-07-05		1
Länsförsäkringar Fondförvaltning AB (publ)	551507	Länsförsäkringar USA Indexnära	SEK	0,16	0,22	0,23	Nordamerika och USA	SE0002793943	N	N	N	N	J	0	2013-07-03		1
Länsförsäkringar Fondförvaltning AB (publ)	403584	Västernorrlandsfonden	SEK		1,41	1,59	Sverige	SE0001112319	N	N	N	N		0	2003-09-24	2012-05-07	5
Länsförsäkringar Fondförvaltning AB (publ)	687095	Västernorrlandsfonden Likviditet	SEK		0,31	0,31	Sverige kort	SE0001989187	N	N	N	N		0	2007-05-07	2012-05-07	5
MDO Management Company S.A.	422709	Coeli - Global Select Fund	SEK	0,76	1,89		Global	LU1133292463	N	J	N	N	J	0	2015-10-27		1
MDO Management Company S.A.	386870	Coeli - Nordic Corporate Bond Fund	SEK	0,42	1,43		Övriga utländska	LU1028962543	N	N	N	N	J	0	2015-10-27		1
MDO Management Company S.A.	351049	Coeli - Sweden Fund	SEK	0,74	1,82		Sverige	LU1133292034	N	N	N	N	J	0	2015-10-27		1
Merrill Lynch International	662775	Merrill Lynch Equity Volatility Arbitrage Index Fund	EUR		1,95		Utländska aktier och räntor	LU0327974746	N	J	J	N		1	2008-05-13	2010-11-11	5
Merrill Lynch International	698605	MLCX Commodity Enhanced Beta fund	EUR		1,95		Övriga branscher	LU0319798202	N	N	J	N		1	2008-05-13	2014-04-30	5
Morgan Stanley Investment Management Ltd	389650	Morgan Stanley Investment Funds Asian Equity Fund	USD	0,89	2,75		Asien och Fjärran östern	LU0073229410	N	N	N	N		0	2001-04-18		1
Morgan Stanley Investment Management Ltd	605691	Morgan Stanley Investment Funds Commodities Active GSLE Fund	USD	0,99	2,55		Övriga branscher	LU0299415991	N	N	N	N		0	2008-04-04	2010-10-05	5
Morgan Stanley Investment Management Ltd	353821	Morgan Stanley Investment Funds Emerging Europe Middle East Africa	EUR	0,89	2,95		Östeuropa	LU0118140697	N	N	N	N		0	2001-04-18		1
Morgan Stanley Investment Management Ltd	103010	Morgan Stanley Investment Funds Emerging Markets Debt Fund	USD	0,42	2,70		Övriga utländska	LU0073230343	N	N	N	N		0	2001-04-18		1
Morgan Stanley Investment Management Ltd	874099	Morgan Stanley Investment Funds Emerging Markets Domestic Debt	USD	0,42	2,70		Övriga utländska	LU0283960150	N	N	N	N		0	2009-03-05		1
Morgan Stanley Investment Management Ltd	317990	Morgan Stanley Investment Funds Emerging Markets Equity Fund	USD	0,89	2,95		Nya marknader	LU0073229923	N	N	N	N		0	2001-04-18		1
Morgan Stanley Investment Management Ltd	838268	Morgan Stanley Investment Funds Euro Corporate Bond Fund	EUR	0,42	2,10		Europa och Euroland	LU0132602227	N	N	N	N		0	2009-03-05		1
Morgan Stanley Investment Management Ltd	966598	Morgan Stanley Investment Funds Euro Strategic Bond Fund	EUR	0,42	2,10		Europa och Euroland	LU0073234766	N	N	N	N		0	2000-07-05		1
Morgan Stanley Investment Management Ltd	930768	Morgan Stanley Investment Funds European Currencies High Yield Bond Fund	EUR	0,42	2,15		Europa och Euroland	LU0073255928	N	N	N	N		0	2000-07-05		1
Morgan Stanley Investment Management Ltd	317404	Morgan Stanley Investment Funds European Equity Alpha Fund	EUR	0,89	2,50		Europa	LU0073234923	N	N	N	N		0	2000-07-05		1
Morgan Stanley Investment Management Ltd	353235	Morgan Stanley Investment Funds European Property Fund	EUR	0,89	2,70		Övriga branscher	LU0078114898	N	N	N	N		0	2000-07-05		1
Morgan Stanley Investment Management Ltd	333757	Morgan Stanley Investment Funds European Small Cap Value Fund	EUR	1,26	3,32		Europa/Euroland småbolag	LU0137767173	N	N	N	N		0	2003-03-25	2012-08-03	5
Morgan Stanley Investment Management Ltd	155788	Morgan Stanley Investment Funds Eurozone Equity Alpha Fund	EUR	0,89	2,70		Europa	LU0109967249	N	N	N	N		0	2004-09-09		1
Morgan Stanley Investment Management Ltd	851667	Morgan Stanley Investment Funds FX AlphaPlus RC 800 Fund	EUR	1,17	3,15		Övriga utländska	LU0283948882	N	J	N	N		0	2007-07-17	2010-09-21	5
Morgan Stanley Investment Management Ltd	894931	Morgan Stanley Investment Funds Global Bond Fund	EUR	0,85	2,23		Övriga utländska	LU0073230699	N	N	J	N		0	2000-07-05	2008-12-12	5
Morgan Stanley Investment Management Ltd	989434	Morgan Stanley Investment Funds Global Brands	USD	1,03	2,67		Global	LU0119620507	N	N	N	N		0	2010-12-16	2012-12-12	5
Morgan Stanley Investment Management Ltd	744177	Morgan Stanley Investment Funds Global Equity Growth Fund	USD	0,99	2,56		Global	LU0257819457	N	N	J	N		0	2007-07-17	2008-12-12	5
Morgan Stanley Investment Management Ltd	136895	Morgan Stanley Investment Funds Global Property Fund	USD	0,89	2,80		Övriga branscher	LU0266114585	N	N	N	N		0	2007-04-13		1
Morgan Stanley Investment Management Ltd	281576	Morgan Stanley Investment Funds Global Value Equity Fund	EUR	1,06	2,75		Global	LU0073230855	N	N	N	N		0	2000-07-05	2010-09-15	5
Morgan Stanley Investment Management Ltd	780007	Morgan Stanley Investment Funds Indian Equity Fund	USD	0,89	3,00		Övriga länder	LU0266115806	N	N	N	N		0	2007-07-17		1
Morgan Stanley Investment Management Ltd	210500	Morgan Stanley Investment Funds Japanese Equity Growth Fund	JPY	1,20	3,14		Japan	LU0109966605	N	N	J	N		0	2001-04-18	2008-12-12	5
Morgan Stanley Investment Management Ltd	245746	Morgan Stanley Investment Funds Japanese Value Equity Fund	EUR	1,04	2,70		Japan	LU0073253980	N	N	N	N		0	2000-07-05	2010-09-15	5
Morgan Stanley Investment Management Ltd	174672	Morgan Stanley Investment Funds Latin American Equity Fund	USD	0,89	2,95		Latinamerika	LU0073231408	N	N	N	N		0	2001-04-18		1
Morgan Stanley Investment Management Ltd	815837	Morgan Stanley Investment Funds US Advantage Fund	USD	0,89	2,70		Nordamerika och USA	LU0225744001	N	N	N	N		0	2007-07-17		1
Morgan Stanley Investment Management Ltd	859108	Morgan Stanley Investment Funds US Bond Fund	EUR	0,84	2,20		Övriga utländska	LU0073231663	N	N	N	N		0	2000-07-05	2009-10-22	5
Morgan Stanley Investment Management Ltd	174086	Morgan Stanley Investment Funds US Growth Fund	EUR	0,89	2,70		Nordamerika och USA	LU0073232554	N	N	N	N		0	2000-07-05		1
Morgan Stanley Investment Management Ltd	138255	Morgan Stanley Investment Funds US Value Equity Fund	EUR	1,05	2,73		Nordamerika och USA	LU0073233529	N	N	N	N		0	2000-07-05	2010-09-15	5
Morgan Stanley Investment Management Ltd	424895	Morgan Stanley SICAV Competitive Edge	EUR	2,35	3,00		Global	LU0101847209	N	N	N	N		0	2000-07-05	2004-01-05	5
Morgan Stanley Investment Management Ltd	389064	Morgan Stanley SICAV European Equity Growth Fund	EUR	2,13	2,70	2,70	Europa	LU0094310801	N	N	N	N		0	2000-07-05	2004-10-14	5
Morgan Stanley Investment Management Ltd	967182	Morgan Stanley SICAV European Growth Opportunities Fund	EUR	2,66	3,41		Europa	L65171115	N	N	J	N		0	2001-04-18	2004-02-04	5
Morgan Stanley Investment Management Ltd	246330	Morgan Stanley SICAV Global Brands Fund	USD		2,74		Global	LU011962050g	N	N	J	N		0	2001-04-18	2012-07-06	5
Morgan Stanley Investment Management Ltd	282160	Morgan Stanley SICAV Global Technology Fund	USD	2,35	3,00	3,01	Övriga branscher	L6522V641	N	N	N	N		0	2001-04-18	2004-07-01	5
Morgan Stanley Investment Management Ltd	138842	Morgan Stanley SICAV US High Yield Bond Fund	USD	1,87	2,36	2,36	Övriga utländska	L65235555	N	N	N	N		0	2001-04-18	2004-06-30	5
Morgan Stanley Investment Management Ltd	823278	Morgan Stanley SICAV US Property Fund	EUR	2,19	2,79		Övriga branscher	LU0073234097	N	N	J	N		0	2000-07-05	2007-05-23	5
Morgan Stanley Investment Management Ltd	102426	Morgan Stanley SICAV US Small Cap Equity Fund	EUR	2,35	3,00	3,00	Nordamerika och USA	LU0073233289	N	N	N	N		0	2000-07-05	2004-06-30	5
Morgan Stanley Investment Management Ltd	209916	Morgan Stanley SICAV US Small Cap Growth Fund	EUR	2,38	3,04	3,26	Nordamerika och USA	LU0073229683	N	N	J	N		0	2000-07-05	2006-12-13	5
Naventi Fonder AB	615310	Naventi Balanserad Flex	SEK	0,55	2,25		Utländska aktier och räntor	SE0004357051	N	N	N	N		0	2011-12-15		1
Naventi Fonder AB	447086	Naventi Defensiv Flex	SEK	0,55	1,53		Utländska aktier och räntor	SE0004545747	N	N	N	N		0	2012-04-10		1
Naventi Fonder AB	482919	Naventi Offensiv	SEK	0,76	2,27		Global	SE0004545739	N	N	N	N		0	2012-04-10		1
Naventi Fonder AB	727057	Naventi Offensiv Flex	SEK	0,76	2,25		Global	SE0004357069	N	N	N	N		0	2011-12-21		1
Naventi Fonder AB	691220	Naventi Tillväxtmarknadsfond	SEK	0,76	2,26		Nya marknader	SE0004357077	N	N	N	N		0	2011-12-21		1
Navigera AB	339002	Navigera Aktie	SEK	0,74	2,11	2,09	Global	SE0001714601	J	N	N	N		0	2011-10-25		1
Navigera AB	172601	Navigera Balans	SEK	0,56	1,99	1,99	Utländska aktier och räntor	SE0001714593	J	N	N	N		0	2011-11-08		1
Navigera AB	374835	Navigera Tillväxt	SEK	0,78	2,26	2,27	Global	SE0001714585	J	N	N	N		0	2011-10-25		1
NGAM S.A	460725	CDC Euro Bonds	EUR	0,78	0,90	0,90	Europa och Euroland	LU0088086516	N	N	J	N		0	2000-07-05	2007-06-25	5
NGAM S.A	496554	Natixis Europe Small Cap	EUR	1,75	2,20		Europa/Euroland småbolag	LU0064070137	N	N	J	N		0	2000-07-05	2007-12-05	5
NGAM S.A	904490	Natixis Europe Smaller Companies Fund	EUR		2,20		Europa/Euroland småbolag	LU0064070138	N	N	J	N		0	2007-10-05	2015-06-29	5
NGAM S.A	532382	Natixis Impact Europe Equities Fund	EUR	0,80	2,00	2,00	Europa	LU0066549592	N	N	J	N		0	2000-07-05	2011-09-14	5
NN Asset Management BV	127928	ING Index Linked Fund -  ING Continuous Click Fund Japan	EUR	0,42	0,93		Utländska aktier och räntor	LU0101428653	N	N	N	N		1	2000-07-05	2010-06-28	5
NN Asset Management BV	741280	ING Index Linked Fund -  ING Contiuous Click Fund Euro	EUR	0,41	0,88		Utländska aktier och räntor	LU0096047401	N	N	N	N		0	2000-07-05	2011-06-23	5
NN Asset Management BV	777110	ING Index Linked Fund -  ING Contiuous Click Fund US	USD		1,13		Utländska aktier och räntor	LU0101428497	N	N	N	N		1	2000-07-05	2006-10-11	5
NN Asset Management BV	863944	ING International Global Equity	EUR	0,96	1,14		Global	LU0095084223	N	N	N	N		0	2001-04-18	2004-02-04	5
NN Asset Management BV	630541	ING Invest Middle East & North Africa	EUR		1,15		Nya marknader	LU0396248931	N	N	N	N		0	2010-07-13	2014-02-24	5
NN Asset Management BV	487223	ING Invest New Technology Leaders	EUR	0,75	1,87		Övriga branscher	LU0119214004	N	N	N	N		0	2010-07-13	2011-05-05	5
NN Asset Management BV	828111	ING (L) Invest Emerging Markets	USD	0,76	1,90		Nya marknader	LU0104531511	N	N	N	N		0	2001-04-18	2012-11-15	5
NN Asset Management BV	792283	ING (L) Invest European Small Caps	EUR	0,75	1,86		Europa/Euroland småbolag	LU0108284653	N	N	N	N		0	2001-04-18	2011-09-28	5
NN Asset Management BV	812941	ING (L) Invest IT	USD		1,59	1,91	IT och kommunikation	LU0087794813	N	N	N	N		1	2000-07-05	2006-10-09	5
NN Asset Management BV	935601	ING (L) Renta Fund Euromix Bond	EUR	0,40	0,94		Europa och Euroland	LU0092532034	N	N	N	N		0	2001-04-18	2011-09-28	5
NN Asset Management BV	738039	ING Renta EMD HC	EUR	0,61	1,57		Övriga utländska	LU0041345751	N	N	N	N		0	2010-07-13	2011-09-28	5
NN Asset Management BV	702209	ING Renta EMD LC	EUR	0,54	1,35		Övriga utländska	LU0251055595	N	N	N	N		0	2010-07-13	2011-09-28	5
NN Asset Management BV	809699	NN (L) Alternative Beta 	EUR	0,56	1,32	0,00	Utländska aktier och räntor	LU0370038167	N	N	N	N		0	2010-07-13		1
NN Asset Management BV	992099	NN (L) Asia Income	USD	0,76	1,90		Asien och Fjärran östern	LU0051129079	N	N	N	N		0	2000-07-05		1
NN Asset Management BV	323832	NN (L) Emerging Markets Debt (Hard Currency)	EUR	0,42	1,55		Övriga utländska	LU0546915058	N	N	N	N		0	2011-05-04		1
NN Asset Management BV	140434	NN (L) Emerging Markets Debt (Local Currency) 	EUR	0,42	1,34		Övriga utländska	LU0546916023	N	N	N	N		0	2011-05-04		1
NN Asset Management BV	899773	NN (L) EURO Equity 	EUR	0,67	1,64		Europa	LU0082087510	N	N	N	N		0	2001-04-18		1
NN Asset Management BV	848770	NN (L) EURO Equity 	EUR	0,68	1,65		Euroland	LU0095527585	N	N	N	N		0	2000-07-05		1
NN Asset Management BV	288001	NN (L) Euromix Bond	EUR	0,36	0,85		Europa och Euroland	LU0546916619	N	N	N	N		0	2011-05-04		1
NN Asset Management BV	773861	NN (L) European Equity Opportunities	EUR	0,74	1,84		Europa	LU0262017568	N	N	N	N		0	2010-07-13		1
NN Asset Management BV	857037	NN (L) First Class Protection	EUR	0,45	1,00		Utländska aktier och räntor	LU0546913194	N	N	N	N		0	2011-04-29		1
NN Asset Management BV	526897	NN (L) Global Equity	EUR	0,68	1,65		Global	LU0119219730	N	N	N	N		0	2002-03-22		1
NN Asset Management BV	523050	NN (L) Global Equity Opportunities	EUR	0,75	1,85		Global	LU0250158358	N	N	N	N		0	2010-07-13		1
NN Asset Management BV	558882	NN (L) Global Real Estate	EUR	0,74	1,84		Övriga branscher	LU0250172185	N	N	N	N		0	2010-07-13		1
NN Asset Management BV	594713	NN (L) Global Sustainable Equity	EUR	0,75	1,85		Global	LU0119216553	N	N	N	N	J	0	2010-07-13		1
NN Asset Management BV	666370	NN (L) Greater China Equity 	USD	0,76	1,90		Kina	LU0119216801	N	N	N	N		0	2010-07-13		1
NN Asset Management BV	401695	NN (L) Information Technology	USD	0,75	1,85		IT och kommunikation	LU0119200128	N	N	N	N		0	2006-08-22		1
NN Asset Management BV	920439	NN (L) Japan Equity	JPY	0,68	1,65		Japan	LU0082087783	N	N	N	N		0	2000-07-05		1
NN Asset Management BV	956268	NN (L) Latin America Equity 	USD	0,76	1,90		Latinamerika	LU0051128774	N	N	N	N		0	2000-07-05		1
Nomura Asset Management UK Ltd	698787	Nomura Global Fund - Asia Pacific Sub-Fund	USD	1,69	2,12		Asien och Fjärran östern	LU0006339096	N	N	J	N		0	2000-07-05	2006-03-28	5
Nomura Asset Management UK Ltd	662957	Nomura Global Fund - Asian Infrastructure Sub-Fund	USD	2,48	3,17		Asien och Fjärran östern	LU0027013084	N	N	J	N		0	2000-07-05	2006-03-28	5
Nomura Asset Management UK Ltd	627125	Nomura Global Fund - Eastern European Sub-Fund	USD	2,66	3,41		Nya marknader	LU0078023073	N	N	J	N		0	2000-07-05	2006-03-28	5
Nomura Asset Management UK Ltd	591297	Nomura Global Fund - High Yield Bond Sub-Fund	USD	1,78	2,24		Övriga utländska	LU0094005328	N	N	J	N		0	2000-07-05	2006-03-28	5
Nomura Asset Management UK Ltd	770446	Nomura Global Fund - Japan Sub-Fund Class A	JPY	1,59	1,98		Japan	LU0051707619	N	N	J	N		0	2000-07-05	2006-03-28	5
Nordea Fonder AB	363564	Nordea Beta	SEK	0,35	1,41	1,64	Sverige	SE0000427908	N	N	N	N		0	2000-07-05	2012-09-04	5
Nordea Fonder AB	720623	Nordea Fjärran Östernfond	SEK	0,37	1,60		Asien och Fjärran östern	SE0000427783	N	N	N	N		1	2001-04-17	2013-06-11	5
Nordea Fonder AB	395145	Nordea Generationsfond 1955-59	SEK	0,21	0,50	0,50	Pension om mindre än 20 år	SE0000653438	J	N	N	N		0	2000-07-05	2012-11-05	5
Nordea Fonder AB	323485	Nordea Generationsfond 1965-69	SEK	0,21	0,50	0,50	Pension om mer än 20 år	SE0000653453	J	N	N	N		0	2000-07-05	2012-11-05	5
Nordea Fonder AB	251827	Nordea Generationsfond 1975-79	SEK	0,21	0,50	0,50	Pension om mer än 20 år	SE0000653479	J	N	N	N		0	2000-07-05	2012-11-05	5
Nordea Fonder AB	167296	Nordea Generationsfond 1985-89	SEK	0,21	0,50	0,50	Pension om mer än 20 år	SE0001683608	J	N	N	N		0	2006-03-16	2012-11-05	5
