FONDBOLAG	FONDNUMMER	FONDNAMN	VALUTA	FONDAVGIFT	BRUTTO AVG	TKA	KATEGORI	EXTERID	FOND_I_FOND	RESULTATBEROENDE	SLOW	SPREAD	MILJÖETISK	FÖRLÄNGD	STARTDATUM	AVSLUTSDATUM	FONDSTATUS
Edmond de Rothschild Asset Management S.A.	410902	Edmond de Rothschild Fund European Convertible Bonds	EUR		1,60		Utländska aktier och räntor	LU0112675722	N	N	N	N		1	2002-01-23	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	596726	Edmond de Rothschild Fund Japan	JPY		2,29		Japan	LU0112709992	N	N	N	N		1	2002-10-29	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	518399	Edmond de Rothschild Fund World Food & Health	EUR		2,10		Övriga branscher	LU0113269350	N	N	N	N		1	2002-01-23	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	554220	Edmond de Rothschild Fund World Leaders	EUR		2,21		Global	LU0112718803	N	N	N	N		1	2002-01-23	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	697540	LCF Rothschild Fund Euro Corporate Bonds High Yield	EUR	1,25	1,53		Europa och Euroland	LU0112673784	N	N	N	N		0	2002-01-23	2004-10-08	5
Edmond de Rothschild Asset Management S.A.	482562	LCF Rothschild Fund World Balanced	EUR	1,08	1,31		Utländska aktier och räntor	LU0112727622	N	N	N	N		0	2002-01-23	2002-07-09	5
Edmond de Rothschild Asset Management S.A.	446732	LCF Rothschild Fund World Dynamic	EUR	1,66	2,08		Utländska aktier och räntor	LU0112729248	N	N	N	N		0	2002-01-23	2002-07-10	5
Edmond de Rothschild Asset Management S.A.	590059	LCF Rothschild Fund World Low Risk Diverseid	EUR	0,85	1,00		Utländska aktier och räntor	LU0112721427	N	N	N	N		0	2002-01-23	2002-07-10	5
Edmond de Rothschild Asset Management S.A.	625889	LCF Rothschild Fund World Tecno Media	EUR	1,54	1,92		Global	LU0112711543	N	N	N	N		0	2002-01-23	2002-07-04	5
Enter Fonder AB	592295	Enter Maximal	SEK	0,62	2,10	2,29	Svenska aktier och räntor	SE0001921008	N	N	N	N	J	0	2009-10-08		1
Enter Fonder AB	437582	Enter Mobile Internet	SEK		2,17	2,02	IT och kommunikation	504400-7424	N	N	N	N		0	2003-12-10	2008-05-12	5
Enter Fonder AB	134593	Enter Penningmarknadsfond	SEK	0,13	0,18	0,18	Sverige kort	SE0000813933	N	N	N	N	J	0	2001-04-17		1
Enter Fonder AB	490706	Enter Pension	SEK	0,61	1,47	1,60	Svenska och utländska aktier samt svenska räntor	SE0005624632	N	N	N	N	J	0	2016-06-03		1
Enter Fonder AB	589101	Enter Småbolagsfond	SEK	0,68	1,65		Sverige småbolag	SE0007413398	N	N	N	N	J	0	2015-09-18		1
Enter Fonder AB	170423	Enter Sverige	SEK	0,72	1,79	1,88	Sverige	SE0000813917	N	N	N	N	J	0	2001-04-17		1
Enter Fonder AB	483099	Enter Trend Räntefond	SEK	0,30	0,67	0,67	Sverige lång	SE0000813941	N	N	N	N	J	0	2005-12-14		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	420935	Erste Bond Emerging Markets	EUR	0,42	1,07	0,00	Övriga utländska	AT0000673306	N	N	N	N		1	2013-07-15		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	492595	ERSTE Bond Emerging Markets Corporate	EUR	0,42	1,03	0,00	Övriga utländska	AT0000A05HS1	N	N	N	N		1	2013-07-15		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	456764	ESPA Bond Corporate BB	EUR	0,42	1,25	0,00	Övriga utländska	AT0000A0NWB5	N	N	N	N		1	2013-07-15		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	528422	ESPA Bond Danubia	EUR	0,35	0,80	0,00	Övriga utländska	AT0000673199	N	N	N	N		1	2013-07-15		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	345025	ESPA Stock Commodities	EUR	0,82	2,05	2,05	Övriga branscher	AT0000A01VU7	N	N	N	N		0	2013-07-15	2013-10-24	5
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	286708	ESPA Stock Commodities	EUR	0,86	2,18	0,00	Övriga branscher	AT0000A01VT9	N	N	N	N		1	2014-09-24		1
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	857094	Salus Alpha Equity Hedged	EUR	0,66	1,60	1,60	Global	AT0000A062Y2	N	N	N	N		1	2009-01-08	2013-01-10	5
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	821264	Salus Alpha Event Driven	EUR	0,64	1,56	1,56	Utländska aktier och räntor	AT0000A08QF3	N	N	N	N		1	2009-01-08	2011-12-12	5
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	749606	Salus Alpha Managed Futures	EUR	0,65	1,57		Utländska aktier och räntor	AT0000A08QK3	N	N	N	N		1	2009-01-08	2013-11-28	5
Erste Sparinvest Kapitalanlagegesellschaft m.b.H	785436	Salus Alpha Real Estate	EUR	0,38	0,80	0,80	Övriga branscher	AT0000A06327	N	N	N	N		1	2009-01-08	2012-08-03	5
Euro-Action Management S.A.	971432	Euro-Action Emerging Inc	EUR	2,44	3,12		Nya marknader	LU0120048698	N	N	N	N		0	2001-04-18	2003-10-27	5
Euro-Action Management S.A.	143099	Euro-Action MidCap Acc	EUR	1,46	1,81		Europa/Euroland småbolag	LU0063257421	N	N	N	N		0	2001-04-18	2003-10-27	5
Euro-Action Management S.A.	107268	Euro-Action N.M.	EUR	1,49	1,85		Europa	LU0091010396	N	N	N	N		0	2001-04-18	2004-02-04	5
Evli Fondbolag Ab	322776	Evli Baltic	EUR		2,40	2,88	Östeuropa	FI0008806674	N	N	J	N		0	2005-08-19	2009-02-13	5
Evli Fondbolag Ab	390898	Evli Corporate Bond	EUR	0,32	0,85		Europa och Euroland	FI0008801097	N	N	J	N		0	2000-07-05		1
Evli Fondbolag Ab	664482	Evli Corporate Bond SEK Hedged	SEK	0,32	0,85		Europa och Euroland	FI4000043682	N	N	J	N		0	2012-08-21		1
Evli Fondbolag Ab	229625	Evli Emerging Markets Credit	EUR	0,37	1,00		Övriga utländska	FI4000066899	N	N	J	N		0	2014-05-07		1
Evli Fondbolag Ab	605873	Evli Euro 50	EUR	0,48	0,50	0,57	Europa/Euroland Index	FI0008801113	N	N	J	N		0	2000-07-05	2005-10-12	5
Evli Fondbolag Ab	462556	Evli Euro Mix	EUR		1,83	2,30	Utländska aktier och räntor	FI0008800479	N	N	J	N		0	2000-07-05	2008-07-14	5
Evli Fondbolag Ab	355065	Evli Euro Ränta	EUR	0,44	0,45	0,45	Europa och Euroland	FI0008800453	N	N	N	N		0	2000-07-05	2007-06-25	5
Evli Fondbolag Ab	764951	Evli Europa	EUR	0,58	1,60		Europa	FI0008802046	N	N	J	N		0	2001-11-28		1
Evli Fondbolag Ab	693291	Evli European Allocation	EUR	0,85	1,00	1,73	Utländska aktier och räntor	FI0008801154	N	N	J	N		0	2001-11-28	2007-05-24	5
Evli Fondbolag Ab	514141	Evli European Investment Grade	EUR		0,75		Europa och Euroland	FI0008803945	N	N	J	N		0	2001-12-03	2008-03-31	5
Evli Fondbolag Ab	800789	Evli European Smaller Companies	EUR	0,66	1,60	2,20	Europa/Euroland småbolag	FI0008801170	N	N	J	N		0	2001-11-27	2008-03-31	5
Evli Fondbolag Ab	657460	Evli Finland Mix	EUR	0,55	1,83		Utländska aktier och räntor	FI0008801212	N	N	J	N		0	2001-11-29		1
Evli Fondbolag Ab	570044	Evli Finland Select	EUR	0,64	1,80		Övriga länder	FI0008800107	N	N	J	N		0	2000-07-05		1
Evli Fondbolag Ab	729129	Evli Global	EUR		1,07		Global	FI0008801188	J	N	J	N		0	2001-11-28	2008-03-31	5
Evli Fondbolag Ab	549972	Evli High Yield	EUR	0,35	0,95		Europa och Euroland	FI0008803929	N	N	J	N		0	2001-12-03		1
Evli Fondbolag Ab	959098	Evli High Yield SEK	SEK	0,31	0,75	0,86	Övriga utländska	FI4000006069	N	N	J	N		0	2009-11-30	2012-11-15	5
Evli Fondbolag Ab	700310	Evli High Yield SEK Hedged	SEK	0,35	0,95		Europa och Euroland	FI4000043690	N	N	J	N		0	2012-08-21		1
Evli Fondbolag Ab	534214	Evli IT	EUR		0,85	1,60	IT och kommunikation	FI0008801204	N	N	J	N		0	2000-07-05	2008-08-12	5
Evli Fondbolag Ab	574582	Evli Likviditet	SEK	0,16	0,30		Övriga utländska	FI4000058854	N	N	J	N		0	2013-04-15		1
Evli Fondbolag Ab	585802	Evli Money Manager+	EUR		0,29	0,33	Europa och Euroland	FI0008803465	N	J	J	N		0	2001-12-03	2010-10-08	5
Evli Fondbolag Ab	704098	Evli New Republics	EUR	0,99	3,00	3,26	Östeuropa	FI0008810924	N	N	J	N		0	2007-07-03	2014-06-09	5
Evli Fondbolag Ab	668269	Evli Nordic	EUR	0,58	1,60		Norden	FI0008810908	N	N	J	N		0	2007-07-03		1
Evli Fondbolag Ab	498386	Evli Nordic Smaller Companies	EUR	1,34	1,65		Norden	FI0008800123	N	N	N	N		0	2000-07-05	2005-01-03	5
Evli Fondbolag Ab	157677	Evli Nordic TMT	EUR		0,85	1,60	IT och kommunikation	FI0008801279	N	N	J	N		0	2000-07-05	2008-08-12	5
Evli Fondbolag Ab	632430	Evli Ruble Debt	EUR	0,54	1,60	1,71	Övriga utländska	FI0008809413	N	N	J	N		0	2007-07-03	2014-06-11	5
Evli Fondbolag Ab	889386	Evli Ryssland	EUR	0,78	2,75		Ryssland	FI0008807565	N	N	J	N		0	2004-11-16		1
Evli Fondbolag Ab	621631	Evli Short Corporate Bond	EUR	0,23	0,55		Europa och Euroland	FI0008800511	N	N	J	N		0	2001-11-29		1
Evli Fondbolag Ab	426726	Evli Statsobligation	EUR	0,26	0,65		Europa och Euroland	FI0008800495	N	N	J	N		0	2000-07-05		1
Evli Fondbolag Ab	610410	Evli Sverige Aktieindex	SEK	0,25	0,50		Sverige index	FI4000058821	N	N	N	N		0	2013-04-15		1
Evli Fondbolag Ab	646240	Evli Sverige Select	SEK	0,52	1,40		Sverige	FI4000058813	N	N	N	N		0	2013-04-15		1
Evli Fondbolag Ab	420463	Evli Sverige Småbolag	SEK	0,58	1,60		Sverige småbolag	FI0008813142	N	N	N	N		0	2008-06-27		1
Evli Fondbolag Ab	788034	Evli US Emerging Technologies	EUR	1,10	1,33		Nordamerika och USA	FI0008803481	N	N	J	N		0	2001-04-19	2005-01-03	5
Evli Fonder AB	661124	Evli Aktieindexfond Sverige	SEK	0,27	0,52		Sverige index	SE0000500654	N	N	N	N		0	2000-07-05	2013-06-18	5
Evli Fonder AB	768614	Evli Likviditetsfond Sverige	SEK	0,18	0,35		Sverige kort	SE0000500639	N	N	N	N		0	2000-07-05	2013-06-18	5
Evli Fonder AB	804443	Evli Obligationsfond Sverige	SEK	0,18	0,35		Sverige lång	SE0000500647	N	N	N	N		0	2000-07-05	2013-05-24	5
Evli Fonder AB	636092	Evli Sverigefond	SEK	0,56	1,43		Sverige	SE0001882309	N	N	N	N		0	2006-12-13	2013-06-18	5
Falcon Funds SICAV Plc	524769	Falcon Aggressive Fund	SEK	0,54	2,63	2,66	Utländska aktier och räntor	MT7000009619	J	J	N	N		1	2014-06-17		4
Falcon Funds SICAV Plc	600676	Falcon Balanced Fund	SEK	0,54	1,72	1,72	Utländska aktier och räntor	MT7000009643	J	J	N	N		1	2014-07-17		4
Falcon Funds SICAV Plc	636506	Falcon Cautious Fund	SEK	0,54	2,03	2,03	Utländska aktier och räntor	MT7000009676	J	J	N	N		1	2014-07-17		4
F&C Management Ltd.	255893	F&C Portfolio Fund - Asia Pacific Dynamic 	EUR	0,77	1,93		Asien och Fjärran östern	LU0235504585	N	N	J	N		1	2008-04-21	2014-07-03	5
F&C Management Ltd.	331801	F&C Portfolio Fund - F & C Euro Corporate Bond 	EUR	0,44	1,08	1,13	Europa och Euroland	LU0153360051	N	N	J	N		1	2008-04-21	2010-08-30	5
F&C Management Ltd.	403469	F&C portfolio Fund - Pacific Equity A	EUR	0,82	2,06	2,10	Asien och Fjärran östern	LU0153359475	N	N	J	N		1	2008-04-21	2012-07-12	5
F&C Management Ltd.	260141	F&C Portfolio Fund- Global Real Estate security Fund A	EUR	0,74	1,81	1,86	Övriga branscher	LU0157051755	N	N	J	N		1	2008-04-21	2009-10-08	5
F&C Management Ltd.	980995	F&C Portfolio Fund- North America Equity A	EUR	0,73	1,81	1,83	Nordamerika och USA	LU0153359392	N	N	J	N		1	2008-04-21	2012-07-31	5
F&C Management Ltd.	295972	F&C Portfolios Fund - BMO Responsible Global Emerging Markets Equity	USD	0,74	1,84		Nya marknader	LU0153359632	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	909333	F&C Portfolios Fund - Emerging Markets Bond	USD	0,42	1,56		Övriga utländska	LU0168601234	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	188482	F&C Portfolios Fund - European Equity A	EUR	0,69	1,70		Europa	LU0153358667	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	873505	F&C Portfolios Fund - European High Yield Bond	EUR	0,42	1,58		Europa och Euroland	LU0153358402	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	152652	F&C Portfolios Fund - European Small Cap A	EUR	0,74	1,84		Europa/Euroland småbolag	LU0207432559	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	224311	F&C Portfolios Fund - F&C Responsible Global Equity	EUR	0,72	1,78		Global	LU0234759529	N	N	J	N	J	1	2008-04-21		1
F&C Management Ltd.	439299	F&C Portfolios Fund - Global Climate Opportunities A	EUR		1,92		Övriga branscher	LU0318449088	N	N	J	N	J	1	2008-04-21	2015-03-06	5
F&C Management Ltd.	945162	F&C Portfolios Fund - Global Convertible Bond A	EUR	0,42	1,24		Övriga utländska	LU0157052563	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	367631	F&C Portfolios Fund - Japanese Equity A	EUR	0,78	1,96		Japan	LU0153359129	N	N	J	N		1	2008-04-21		1
F&C Management Ltd.	116822	F&C Portfolios Fund - US Smaller Companies A	USD	0,85	2,14		Nordamerika och USA småbolag	LU0153358154	N	N	J	N		1	2008-04-21		1
Fiduciary International Ireland Limited	481978	Fiduciary Asian (Ex Japan) Equity Fund	USD	1,30	1,60	1,60	Asien och Fjärran östern	IE0003364266	N	N	J	N		0	2000-07-05	2005-09-12	5
Fiduciary International Ireland Limited	338657	Fiduciary European Corporate Bond Fund	EUR	1,36	1,68		Europa och Euroland	IE0003374299	N	N	J	N		0	2000-07-05	2007-06-25	5
Fiduciary International Ireland Limited	374488	Fiduciary European Equity Fund	EUR	1,37	1,69		Europa	IE0003364159	N	N	J	N		0	2000-07-05	2003-02-06	5
Fiduciary International Ireland Limited	410316	Fiduciary European Smaller Companies Fund	EUR	1,16	1,41	1,41	Europa/Euroland småbolag	IE0004854588	N	N	J	N		0	2000-07-05	2005-09-13	5
Fiduciary International Ireland Limited	553636	Fiduciary US Bond Fund	USD	0,69	0,78		Övriga utländska	IE0003328337	N	N	J	N		0	2000-07-05	2007-06-25	5
Fiduciary International Ireland Limited	950188	Fiduciary US Smaller Companies Fund	USD	2,11	2,68	2,68	Nordamerika och USA	IE0003328220	N	N	J	N		0	2000-07-05	2005-10-10	5
Fiduciary International Ireland Limited	446146	Global Equity Fund	USD	1,60	2,00		Global	IE0003328444	N	N	J	N		0	2000-07-05	2002-06-11	5
Fiduciary International Ireland Limited	517805	US Core Equity Fund	USD	1,50	1,86		Nordamerika och USA	IE0003363185	N	N	J	N		0	2000-07-05	2002-06-27	5
FIL Investment Management (Luxembourg) S.A.	866715	Fidelity Funds - America Fund	EUR	0,89	2,63		Nordamerika och USA	LU0115759606	N	N	N	N		0	2012-07-18		1
FIL Investment Management (Luxembourg) S.A.	795054	Fidelity Funds - Asian Special Situations Fund	EUR	0,89	2,69		Asien och Fjärran östern	LU0778324086	N	N	N	N		0	2012-07-18		1
FIL Investment Management (Luxembourg) S.A.	759225	Fidelity Funds - China Consumer Fund	EUR	0,89	2,67		Kina	LU0766124126	N	N	N	N		0	2012-07-18		1
FIL Investment Management (Luxembourg) S.A.	150110	Fidelity Funds - Emerging Asia Fund	EUR	0,89	2,70		Asien och Fjärran östern	LU0630951415	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	114280	Fidelity Funds - Emerging Europe, Middle East and Africa Fund	EUR	0,89	2,76		Nya marknader	LU0303816887	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	978452	Fidelity Funds - Emerging Markets Fund	EUR	0,89	2,70		Nya marknader	LU0115763970	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	942623	Fidelity Funds - European Dynamic Growth Fund	EUR	0,89	2,67		Europa	LU0119124864	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	830885	Fidelity Funds - European High Yield Fund	EUR	0,42	1,64		Europa och Euroland	LU0238209786	N	N	N	N		0	2012-07-18		1
FIL Investment Management (Luxembourg) S.A.	906792	Fidelity Funds - Global High Yield Fund	EUR	0,42	2,11		Övriga utländska	LU0766124472	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	870964	Fidelity Funds - Global Opportunities Fund	EUR	0,89	2,67		Global	LU0267387339	N	N	N	N		0	2012-07-20		1
FIL Investment Management (Luxembourg) S.A.	835132	Fidelity Funds - Global Real Asset Securities Fund	EUR		2,79		Global	LU0417495636	N	N	N	N		0	2012-07-20	2015-12-10	5
FIL Investment Management (Luxembourg) S.A.	799304	Fidelity Funds - Global Strategic Bond Fund	EUR		2,19		Övriga utländska	LU0718472250	N	N	N	N		0	2012-07-20	2015-12-10	5
FIL Investment Management (Luxembourg) S.A.	763474	Fidelity Funds - Latin America Fund	EUR	0,89	2,71		Latinamerika	LU0115767021	N	N	N	N		0	2012-07-20		1
FIM Kapitalförvaltning Ab	758698	Closed Fund	EUR	0,32	0,70		Ryssland	FI0008809124	N	N	J	N		0	2009-09-15	2013-06-03	5
FIM Kapitalförvaltning Ab	432153	FIM Brands	EUR	0,73	1,80	2,10	Övriga branscher	FI0008801428	N	N	J	N	J	0	2002-04-03		1
FIM Kapitalförvaltning Ab	135129	FIM Brazil Placeringsfond	EUR	0,87	2,21	2,66	Övriga länder	FI0008807490	N	N	J	N		0	2005-06-15	2015-09-28	5
FIM Kapitalförvaltning Ab	670091	FIM BRIC+ Placeringsfond	EUR	0,77	1,91	2,18	Nya marknader	FI0008810148	N	N	J	N	J	0	2007-03-29		1
FIM Kapitalförvaltning Ab	118182	FIM China Placeringsfond	EUR	0,87	2,21	3,86	Kina	FI0008805908	N	N	J	N		1	2002-08-22	2015-03-31	5
FIM Kapitalförvaltning Ab	999292	FIM Emerging Europe Placeringsfond	EUR	1,27	3,33	4,62	Östeuropa	FI0008807508	N	N	J	N		0	2005-06-15	2014-01-15	5
FIM Kapitalförvaltning Ab	745828	FIM Emerging Markets Småbolag	EUR	0,87	2,21	2,84	Nya marknader	FI4000020409	N	N	J	N	J	0	2013-11-15		1
FIM Kapitalförvaltning Ab	755090	FIM Europa	EUR	0,73	1,80	2,32	Europa	FI0008801402	N	N	J	N	J	0	2008-01-15		1
FIM Kapitalförvaltning Ab	452755	FIM Europa små och medelstora bolag	EUR	0,75	1,85	2,23	Europa/Euroland småbolag	FI0008806252	N	N	J	N		0	2004-04-22	2016-03-31	5
FIM Kapitalförvaltning Ab	324665	FIM Fenno Placeringsfond	EUR	0,66	1,60	2,00	Övriga länder	FI0008800339	N	N	J	N	J	0	2002-04-03		1
FIM Kapitalförvaltning Ab	467985	FIM Forte Placeringsfond	EUR	0,84	2,11	2,46	Global	FI0008800305	N	N	J	N		0	2002-04-03	2014-07-03	5
FIM Kapitalförvaltning Ab	413021	FIM Frontier Placeringsfond	EUR	0,77	1,91	2,43	Nya marknader	FI4000066725	N	N	J	N	J	0	2014-05-27		1
FIM Kapitalförvaltning Ab	989491	FIM Global Placeringsfond	EUR	0,73	1,80	2,37	Global	FI0008812607	N	N	J	N	J	0	2008-05-15		1
FIM Kapitalförvaltning Ab	220186	FIM India Placeringsfond	EUR	0,87	2,21	3,07	Övriga länder	FI0008806534	N	N	J	N		1	2003-09-19	2015-09-30	5
FIM Kapitalförvaltning Ab	318527	FIM Japan Placeringsfond	EUR	1,83	2,30	4,68	Japan	FI0008808464	N	N	N	N		0	2005-07-06	2007-05-23	5
FIM Kapitalförvaltning Ab	390187	FIM Nordic Placeringsfond	EUR	0,73	1,82	2,06	Norden	FI0008803887	N	N	J	N	J	0	2005-07-06		1
FIM Kapitalförvaltning Ab	396325	FIM Russia Placeringsfond	EUR	0,89	2,27	2,48	Ryssland	FI0008800347	N	N	J	N	J	0	2002-04-03		1
FIM Kapitalförvaltning Ab	377192	FIM Sahara	EUR	0,88	2,23	2,51	Nya marknader	FI0008811062	N	N	J	N	J	0	2014-05-27		1
FIM Kapitalförvaltning Ab	354357	FIM Tiger Placeringsfond	EUR	1,26	3,31	5,45	Asien och Fjärran östern	FI0008808472	N	N	N	N		0	2005-07-06	2009-04-27	5
FIM Kapitalförvaltning Ab	360495	FIM USA	EUR	0,62	1,50	1,74	Nordamerika och USA	FI0008800644	N	N	J	N	J	0	2002-04-03		1
Finter Fund Management Company S.A	979930	Finter Fund CHF Bonds	CHF		1,24		Övriga utländska	LU012126590	N	N	J	N		0	2001-11-13	2008-04-11	5
Finter Fund Management Company S.A	702266	Finter Fund CHF Bonds	CHF	0,50	1,24		Övriga utländska	LU0121265903	N	N	J	N		0	2007-11-06	2008-10-01	5
Finter Fund Management Company S.A	151597	Finter Fund Dynamic Portfolio (EUR)	EUR	0,77	1,92	2,39	Utländska aktier och räntor	LU0121265739	N	N	J	N		0	2001-11-13	2011-11-10	5
Finter Fund Management Company S.A	630608	Finter Fund Emerging Markets	USD	0,93	2,39	4,46	Nya marknader	LU0062338560	N	N	J	N		0	2007-11-07	2011-11-10	5
Finter Fund Management Company S.A	944108	Finter Fund Emerging Markets	USD		2,04		Nya marknader	LU006233856	N	N	J	N		0	2001-11-13	2008-04-11	5
Finter Fund Management Company S.A	187427	Finter Fund EUR Bonds	EUR	0,47	1,16		Europa och Euroland	LU0121266208	N	N	J	N		0	2001-11-12	2008-10-01	5
Finter Fund Management Company S.A	666438	Finter Fund European Equities	EUR	0,87	2,22	3,46	Europa	LU0095789946	N	N	J	N		0	2007-11-06	2011-11-10	5
Finter Fund Management Company S.A	115766	Finter Fund European Equities	EUR		1,89		Europa	LU009578994	N	N	J	N		0	2001-11-13	2008-04-11	5
Finter Fund Management Company S.A	297804	Finter Fund US Equities	USD	1,19	3,12	4,24	Nordamerika och USA	LU0316676740	N	N	J	N		0	2008-03-17	2011-11-10	5
Finter Fund Management Company S.A	738096	Finter Fund USD Bonds	USD	0,49	1,21		Övriga utländska	LU0121266034	N	N	J	N		0	2007-11-06	2008-10-01	5
Finter Fund Management Company S.A	259085	Finter Fund USD Bonds	USD		1,21		Övriga utländska	LU012126603	N	N	J	N		0	2001-11-12	2008-04-11	5
Finter Fund Management Company S.A	223255	Finter Fund Yield Portfolio (CHF)	CHF	0,67	1,63		Utländska aktier och räntor	LU0038841986	N	N	J	N		0	2001-11-12	2008-10-01	5
First State Investments (UK) Ltd	318584	First State Asia Pacific Fund	GBP	1,32	1,63		Asien och Fjärran östern	GB0030183890	N	N	N	N		0	2002-12-09	2012-07-12	5
First State Investments (UK) Ltd	934950	First State Asia Pacific Leaders Fund	GBP	0,52	1,55	1,55	Asien och Fjärran östern	GB0033874214	N	N	N	N		0	2003-12-01	2011-06-14	5
First State Investments (UK) Ltd	700492	First State Asia Pacific Sustainability Fund	GBP	0,57	1,71	1,73	Asien och Fjärran östern	GB00B0TY6S22	N	N	N	N		0	2006-03-01	2011-06-14	5
First State Investments (UK) Ltd	836494	First State Asian Property Securities Fund	GBP	0,83	2,08		Övriga branscher	GB00B1F76G03	N	N	N	N		0	2007-02-02		1
First State Investments (UK) Ltd	806505	First State Emerging Markets Bond Fund	EUR	0,42	1,52		Övriga utländska	GB00B5TFC155	N	N	N	N		0	2016-01-18		1
First State Investments (UK) Ltd	282756	First State European Smaller Companies Fund	GBP	1,44	1,79	1,86	Europa/Euroland småbolag	GB0030166069	N	N	N	N		0	2002-12-09	2004-11-30	5
First State Investments (UK) Ltd	246926	First State Global Emerging Markets Fund A Acc	GBP	1,32	1,63		Nya marknader	GB0030190366	N	N	N	N		0	2002-12-09	2012-07-06	5
First State Investments (UK) Ltd	863290	First State Global Emerging Markets Leaders Fund	GBP	0,53	1,57	1,58	Nya marknader	GB0033873919	N	N	N	N		0	2003-12-01	2011-06-14	5
First State Investments (UK) Ltd	211094	First State Global Growth Fund	GBP	0,84	2,13	2,52	Global	GB0006124381	N	N	N	N		0	2002-12-09	2011-12-08	5
First State Investments (UK) Ltd	724690	First State Global Listed Infrastructure Fund	GBP	0,65	1,59		Övriga branscher	GB00B24HJC53	N	N	N	N		0	2009-05-05		1
First State Investments (UK) Ltd	800664	First State Global Property Securities Fund	GBP	0,67	1,64		Övriga branscher	GB00B1F76L55	N	N	N	N		0	2007-02-02		1
First State Investments (UK) Ltd	899120	First State Global Resources Fund	GBP	0,66	1,62		Övriga branscher	GB0033737874	N	N	N	N		0	2003-12-01		1
First State Investments (UK) Ltd	970780	First State Greater China Growth Fund	GBP	0,60	1,83	1,84	Kina	GB0033874107	N	N	N	N		0	2003-12-01	2011-06-14	5
First State Investments (UK) Ltd	764837	First State Indian Subcontinent Fund	GBP	0,90	2,27	2,43	Asien och Fjärran östern	GB00B1FXTF86	N	N	N	N		0	2007-02-02	2009-10-09	5
First State Investments (UK) Ltd	139436	First States Global Health and Biotechnology Fund A Acc	GBP	1,71	2,14		Läkemedel	GB0001133627	N	N	N	N		0	2002-12-09	2004-01-12	5
First State Investments (UK) Ltd	175265	Stewart Investors Worldwide Leaders Fund	GBP	0,74	1,83		Global	GB0030978612	N	N	N	N		0	2002-12-09		1
